data,categoria,unidades,preco_medio,receita
2022-08-19,Esportes,176,314.61,55371.36
2022-08-19,Moda,411,166.86,68579.46
2022-08-20,Beleza,552,95.54,52738.08
2022-08-20,Casa & Jardim,279,259.92,72517.68
2022-08-20,Eletrônicos,511,899.78,459787.58
2022-08-20,Esportes,186,319.6,59445.6
2022-08-20,Moda,600,175.48,105288.0
2022-08-21,Beleza,504,93.39,47068.56
2022-08-21,Casa & Jardim,227,252.0,57204.0
2022-08-21,Eletrônicos,465,916.27,426065.55
2022-08-21,Esportes,186,321.92,59877.12
2022-08-21,Moda,512,186.6,95539.2
2022-08-22,Beleza,374,94.57,35369.18
2022-08-22,Casa & Jardim,213,264.73,56387.49
2022-08-22,Eletrônicos,284,802.46,227898.64
2022-08-22,Esportes,160,296.92,47507.2
2022-08-22,Moda,485,185.54,89986.9
2022-08-23,Beleza,418,94.85,39647.3
2022-08-23,Casa & Jardim,226,254.38,57489.88
2022-08-23,Eletrônicos,237,913.91,216596.67
2022-08-23,Esportes,125,300.22,37527.5
2022-08-23,Moda,439,177.98,78133.22
2022-08-24,Beleza,397,93.53,37131.41
2022-08-24,Casa & Jardim,211,265.86,56096.46
2022-08-24,Eletrônicos,362,896.53,324543.86
2022-08-24,Esportes,152,315.44,47946.88
2022-08-24,Moda,383,174.42,66802.86
2022-08-25,Beleza,411,92.47,38005.17
2022-08-25,Casa & Jardim,173,268.39,46431.47
2022-08-25,Eletrônicos,314,838.42,263263.88
2022-08-25,Esportes,177,303.54,53726.58
2022-08-25,Moda,510,188.32,96043.2
2022-08-26,Beleza,623,91.02,56705.46
2022-08-26,Casa & Jardim,226,262.35,59291.1
2022-08-26,Eletrônicos,417,819.18,341598.06
2022-08-26,Esportes,190,298.47,56709.3
2022-08-26,Moda,609,189.29,115277.61
2022-08-27,Beleza,494,99.47,49138.18
2022-08-27,Casa & Jardim,287,240.07,68900.09
2022-08-27,Eletrônicos,411,886.58,364384.38
2022-08-27,Esportes,181,336.48,60902.88
2022-08-27,Moda,572,190.3,108851.6
2022-08-28,Beleza,392,89.02,34895.84
2022-08-28,Casa & Jardim,252,252.34,63589.68
2022-08-28,Eletrônicos,406,910.49,369658.94
2022-08-28,Esportes,203,333.79,67759.37
2022-08-28,Moda,570,174.78,99624.6
2022-08-29,Beleza,368,91.03,33499.04
2022-08-29,Casa & Jardim,171,267.31,45710.01
2022-08-29,Eletrônicos,286,843.27,241175.22
2022-08-29,Esportes,116,307.84,35709.44
2022-08-29,Moda,476,182.37,86808.12
2022-08-30,Beleza,358,89.97,32209.26
2022-08-30,Casa & Jardim,216,255.67,55224.72
2022-08-30,Eletrônicos,314,799.57,251064.98
2022-08-30,Esportes,155,300.64,46599.2
2022-08-30,Moda,488,185.92,90728.96
2022-08-31,Beleza,397,94.4,37476.8
2022-08-31,Casa & Jardim,191,256.35,48962.85
2022-08-31,Eletrônicos,313,813.1,254500.3
2022-08-31,Esportes,200,312.8,62560.0
2022-08-31,Moda,362,185.43,67125.66
2022-09-01,Beleza,388,95.79,37166.52
2022-09-01,Casa & Jardim,228,278.08,63402.24
2022-09-01,Eletrônicos,312,873.35,272485.2
2022-09-01,Esportes,144,318.74,45898.56
2022-09-01,Moda,369,178.0,65682.0
2022-09-02,Beleza,327,92.82,30352.14
2022-09-02,Casa & Jardim,199,263.52,52440.48
2022-09-02,Eletrônicos,275,797.44,219296.0
2022-09-02,Esportes,185,340.54,62999.9
2022-09-02,Moda,452,169.71,76708.92
2022-09-03,Beleza,502,93.14,46756.28
2022-09-03,Casa & Jardim,233,279.52,65128.16
2022-09-03,Eletrônicos,442,873.33,386011.86
2022-09-03,Esportes,152,302.79,46024.08
2022-09-03,Moda,523,170.05,88936.15
2022-09-04,Beleza,461,91.33,42103.13
2022-09-04,Casa & Jardim,222,253.32,56237.04
2022-09-04,Eletrônicos,449,852.74,382880.26
2022-09-04,Esportes,156,326.4,50918.4
2022-09-04,Moda,586,166.33,97469.38
2022-09-05,Beleza,336,98.94,33243.84
2022-09-05,Casa & Jardim,174,260.25,45283.5
2022-09-05,Eletrônicos,282,897.9,253207.8
2022-09-05,Esportes,126,331.72,41796.72
2022-09-05,Moda,466,175.41,81741.06
2022-09-06,Beleza,276,90.53,24986.28
2022-09-06,Casa & Jardim,182,280.71,51089.22
2022-09-06,Eletrônicos,344,901.22,310019.68
2022-09-06,Esportes,124,343.05,42538.2
2022-09-06,Moda,454,167.67,76122.18
2022-09-07,Beleza,421,92.55,38963.55
2022-09-07,Casa & Jardim,162,257.99,41794.38
2022-09-07,Eletrônicos,351,836.87,293741.37
2022-09-07,Esportes,139,297.64,41371.96
2022-09-07,Moda,332,185.1,61453.2
2022-09-08,Beleza,349,95.97,33493.53
2022-09-08,Casa & Jardim,164,243.99,40014.36
2022-09-08,Eletrônicos,318,877.75,279124.5
2022-09-08,Esportes,129,340.16,43880.64
2022-09-08,Moda,382,183.05,69925.1
2022-09-09,Beleza,448,88.19,39509.12
2022-09-09,Casa & Jardim,173,275.94,47737.62
2022-09-09,Eletrônicos,391,810.96,317085.36
2022-09-09,Esportes,159,321.53,51123.27
2022-09-09,Moda,409,194.06,79370.54
2022-09-10,Beleza,430,100.36,43154.8
2022-09-10,Casa & Jardim,196,266.64,52261.44
2022-09-10,Eletrônicos,431,835.35,360035.85
2022-09-10,Esportes,201,302.1,60722.1
2022-09-10,Moda,505,178.68,90233.4
2022-09-11,Beleza,483,92.76,44803.08
2022-09-11,Casa & Jardim,203,257.59,52290.77
2022-09-11,Eletrônicos,302,841.5,254133.0
2022-09-11,Esportes,187,296.38,55423.06
2022-09-11,Moda,484,179.58,86916.72
2022-09-12,Beleza,337,98.38,33154.06
2022-09-12,Casa & Jardim,167,273.05,45599.35
2022-09-12,Eletrônicos,269,851.9,229161.1
2022-09-12,Esportes,126,301.0,37926.0
2022-09-12,Moda,419,166.39,69717.41
2022-09-13,Beleza,362,89.32,32333.84
2022-09-13,Casa & Jardim,176,278.32,48984.32
2022-09-13,Eletrônicos,293,888.58,260353.94
2022-09-13,Esportes,139,318.39,44256.21
2022-09-13,Moda,411,176.67,72611.37
2022-09-14,Beleza,344,90.11,30997.84
2022-09-14,Casa & Jardim,191,245.5,46890.5
2022-09-14,Eletrônicos,346,899.28,311150.88
2022-09-14,Esportes,128,308.47,39484.16
2022-09-14,Moda,407,166.72,67855.04
2022-09-15,Beleza,332,90.38,30006.16
2022-09-15,Casa & Jardim,191,259.06,49480.46
2022-09-15,Eletrônicos,249,911.13,226871.37
2022-09-15,Esportes,140,296.08,41451.2
2022-09-15,Moda,416,170.21,70807.36
2022-09-16,Beleza,414,101.75,42124.5
2022-09-16,Casa & Jardim,253,255.9,64742.7
2022-09-16,Eletrônicos,271,844.44,228843.24
2022-09-16,Esportes,175,344.71,60324.25
2022-09-16,Moda,454,166.27,75486.58
2022-09-17,Beleza,471,101.43,47773.53
2022-09-17,Casa & Jardim,302,253.26,76484.52
2022-09-17,Eletrônicos,378,915.28,345975.84
2022-09-17,Esportes,176,327.02,57555.52
2022-09-17,Moda,527,173.93,91661.11
2022-09-18,Beleza,481,95.68,46022.08
2022-09-18,Casa & Jardim,231,245.97,56819.07
2022-09-18,Eletrônicos,292,868.14,253496.88
2022-09-18,Esportes,153,341.59,52263.27
2022-09-18,Moda,647,191.52,123913.44
2022-09-19,Beleza,389,97.42,37896.38
2022-09-19,Casa & Jardim,159,269.75,42890.25
2022-09-19,Eletrônicos,276,814.66,224846.16
2022-09-19,Esportes,132,333.18,43979.76
2022-09-19,Moda,433,182.96,79221.68
2022-09-20,Beleza,297,102.43,30421.71
2022-09-20,Casa & Jardim,224,275.47,61705.28
2022-09-20,Eletrônicos,282,806.74,227500.68
2022-09-20,Esportes,142,304.66,43261.72
2022-09-20,Moda,370,189.41,70081.7
2022-09-21,Beleza,396,88.19,34923.24
2022-09-21,Casa & Jardim,211,263.2,55535.2
2022-09-21,Eletrônicos,255,829.01,211397.55
2022-09-21,Esportes,152,305.2,46390.4
2022-09-21,Moda,402,176.7,71033.4
2022-09-22,Beleza,319,89.13,28432.47
2022-09-22,Casa & Jardim,216,261.68,56522.88
2022-09-22,Eletrônicos,293,872.79,255727.47
2022-09-22,Esportes,123,316.86,38973.78
2022-09-22,Moda,444,175.4,77877.6
2022-09-23,Beleza,447,95.15,42532.05
2022-09-23,Casa & Jardim,199,242.5,48257.5
2022-09-23,Eletrônicos,374,805.44,301234.56
2022-09-23,Esportes,171,334.44,57189.24
2022-09-23,Moda,412,181.55,74798.6
2022-09-24,Beleza,513,91.96,47175.48
2022-09-24,Casa & Jardim,270,255.69,69036.3
2022-09-24,Eletrônicos,357,806.07,287766.99
2022-09-24,Esportes,175,334.96,58618.0
2022-09-24,Moda,553,181.2,100203.6
2022-09-25,Beleza,442,93.11,41154.62
2022-09-25,Casa & Jardim,244,251.53,61373.32
2022-09-25,Eletrônicos,341,794.06,270774.46
2022-09-25,Esportes,211,337.34,71178.74
2022-09-25,Moda,577,178.28,102867.56
2022-09-26,Beleza,319,98.9,31549.1
2022-09-26,Casa & Jardim,177,257.2,45524.4
2022-09-26,Eletrônicos,276,810.06,223576.56
2022-09-26,Esportes,114,308.43,35161.02
2022-09-26,Moda,423,174.31,73733.13
2022-09-27,Beleza,306,87.67,26827.02
2022-09-27,Casa & Jardim,171,263.98,45140.58
2022-09-27,Eletrônicos,238,831.54,197906.52
2022-09-27,Esportes,138,310.52,42851.76
2022-09-27,Moda,350,167.26,58541.0
2022-09-28,Beleza,361,88.96,32114.56
2022-09-28,Casa & Jardim,194,273.66,53090.04
2022-09-28,Eletrônicos,362,787.35,285020.7
2022-09-28,Esportes,129,305.13,39361.77
2022-09-28,Moda,378,175.46,66323.88
2022-09-29,Beleza,401,97.09,38933.09
2022-09-29,Casa & Jardim,226,242.54,54814.04
2022-09-29,Eletrônicos,297,890.72,264543.84
2022-09-29,Esportes,130,317.71,41302.3
2022-09-29,Moda,332,182.32,60530.24
2022-09-30,Beleza,410,99.59,40831.9
2022-09-30,Casa & Jardim,280,273.67,76627.6
2022-09-30,Eletrônicos,307,900.81,276548.67
2022-09-30,Esportes,177,299.3,52976.1
2022-09-30,Moda,521,169.61,88366.81
2022-10-01,Beleza,387,89.05,34462.35
2022-10-01,Casa & Jardim,245,271.79,66588.55
2022-10-01,Eletrônicos,413,907.24,374690.12
2022-10-01,Esportes,217,341.64,74135.88
2022-10-01,Moda,736,179.68,132244.48
2022-10-02,Beleza,464,100.71,46729.44
2022-10-02,Casa & Jardim,259,244.37,63291.83
2022-10-02,Eletrônicos,391,891.64,348631.24
2022-10-02,Esportes,148,333.13,49303.24
2022-10-02,Moda,505,177.17,89470.85
2022-10-03,Beleza,345,95.19,32840.55
2022-10-03,Casa & Jardim,186,275.61,51263.46
2022-10-03,Eletrônicos,287,883.76,253639.12
2022-10-03,Esportes,156,307.58,47982.48
2022-10-03,Moda,480,183.48,88070.4
2022-10-04,Beleza,378,94.81,35838.18
2022-10-04,Casa & Jardim,192,263.35,50563.2
2022-10-04,Eletrônicos,268,832.38,223077.84
2022-10-04,Esportes,133,337.38,44871.54
2022-10-04,Moda,514,171.4,88099.6
2022-10-05,Beleza,403,96.21,38772.63
2022-10-05,Casa & Jardim,142,278.13,39494.46
2022-10-05,Eletrônicos,282,847.9,239107.8
2022-10-05,Esportes,143,317.35,45381.05
2022-10-05,Moda,407,179.3,72975.1
2022-10-06,Beleza,397,95.61,37957.17
2022-10-06,Casa & Jardim,194,272.88,52938.72
2022-10-06,Eletrônicos,260,844.9,219674.0
2022-10-06,Esportes,127,329.07,41791.89
2022-10-06,Moda,439,181.24,79564.36
2022-10-07,Beleza,490,89.47,43840.3
2022-10-07,Casa & Jardim,288,278.74,80277.12
2022-10-07,Eletrônicos,416,883.66,367602.56
2022-10-07,Esportes,179,333.94,59775.26
2022-10-07,Moda,518,180.96,93737.28
2022-10-08,Beleza,565,100.11,56562.15
2022-10-08,Casa & Jardim,238,257.5,61285.0
2022-10-08,Eletrônicos,432,851.59,367886.88
2022-10-08,Esportes,251,317.76,79757.76
2022-10-08,Moda,607,190.66,115730.62
2022-10-09,Beleza,469,91.18,42763.42
2022-10-09,Casa & Jardim,241,265.99,64103.59
2022-10-09,Eletrônicos,412,854.37,352000.44
2022-10-09,Esportes,175,340.18,59531.5
2022-10-09,Moda,586,169.19,99145.34
2022-10-10,Beleza,335,93.06,31175.1
2022-10-10,Casa & Jardim,177,264.14,46752.78
2022-10-10,Eletrônicos,291,854.44,248642.04
2022-10-10,Esportes,162,335.43,54339.66
2022-10-10,Moda,401,188.47,75576.47
2022-10-11,Beleza,354,93.59,33130.86
2022-10-11,Casa & Jardim,179,276.74,49536.46
2022-10-11,Eletrônicos,255,814.98,207819.9
2022-10-11,Esportes,134,315.42,42266.28
2022-10-11,Moda,438,192.79,84442.02
2022-10-12,Beleza,309,102.4,31641.6
2022-10-12,Casa & Jardim,165,257.61,42505.65
2022-10-12,Eletrônicos,276,784.73,216585.48
2022-10-12,Esportes,134,336.7,45117.8
2022-10-12,Moda,412,169.89,69994.68
2022-10-13,Beleza,398,88.23,35115.54
2022-10-13,Casa & Jardim,187,241.21,45106.27
2022-10-13,Eletrônicos,264,825.8,218011.2
2022-10-13,Esportes,124,306.05,37950.2
2022-10-13,Moda,465,179.52,83476.8
2022-10-14,Beleza,415,100.11,41545.65
2022-10-14,Casa & Jardim,237,263.66,62487.42
2022-10-14,Eletrônicos,327,798.29,261040.83
2022-10-14,Esportes,197,312.5,61562.5
2022-10-14,Moda,501,190.47,95425.47
2022-10-15,Beleza,732,95.94,70228.08
2022-10-15,Casa & Jardim,271,253.89,68804.19
2022-10-15,Eletrônicos,355,903.11,320604.05
2022-10-15,Esportes,193,327.28,63165.04
2022-10-15,Moda,464,173.83,80657.12
2022-10-16,Beleza,586,90.0,52740.0
2022-10-16,Casa & Jardim,262,273.56,71672.72
2022-10-16,Eletrônicos,487,889.33,433103.71
2022-10-16,Esportes,177,335.07,59307.39
2022-10-16,Moda,657,171.45,112642.65
2022-10-17,Beleza,345,96.42,33264.9
2022-10-17,Casa & Jardim,223,265.47,59199.81
2022-10-17,Eletrônicos,329,849.79,279580.91
2022-10-17,Esportes,135,299.47,40428.45
2022-10-17,Moda,392,180.32,70685.44
2022-10-18,Beleza,317,90.59,28717.03
2022-10-18,Casa & Jardim,193,256.43,49490.99
2022-10-18,Eletrônicos,289,861.81,249063.09
2022-10-18,Esportes,146,312.14,45572.44
2022-10-18,Moda,480,179.78,86294.4
2022-10-19,Beleza,350,89.46,31311.0
2022-10-19,Casa & Jardim,228,279.05,63623.4
2022-10-19,Eletrônicos,273,883.38,241162.74
2022-10-19,Esportes,135,344.22,46469.7
2022-10-19,Moda,489,193.85,94792.65
2022-10-20,Beleza,441,89.61,39518.01
2022-10-20,Casa & Jardim,263,248.37,65321.31
2022-10-20,Eletrônicos,277,820.59,227303.43
2022-10-20,Esportes,132,330.63,43643.16
2022-10-20,Moda,457,177.34,81044.38
2022-10-21,Beleza,499,99.3,49550.7
2022-10-21,Casa & Jardim,251,265.23,66572.73
2022-10-21,Eletrônicos,346,831.38,287657.48
2022-10-21,Esportes,164,296.0,48544.0
2022-10-21,Moda,535,182.12,97434.2
2022-10-22,Beleza,598,101.65,60786.7
2022-10-22,Casa & Jardim,221,241.68,53411.28
2022-10-22,Eletrônicos,452,830.43,375354.36
2022-10-22,Esportes,187,343.57,64247.59
2022-10-22,Moda,621,193.13,119933.73
2022-10-23,Beleza,450,91.1,40995.0
2022-10-23,Casa & Jardim,263,264.34,69521.42
2022-10-23,Eletrônicos,501,916.17,459001.17
2022-10-23,Esportes,184,329.89,60699.76
2022-10-23,Moda,552,190.19,104984.88
2022-10-24,Beleza,394,100.2,39478.8
2022-10-24,Casa & Jardim,193,248.63,47985.59
2022-10-24,Eletrônicos,251,795.84,199755.84
2022-10-24,Esportes,133,311.62,41445.46
2022-10-24,Moda,414,178.25,73795.5
2022-10-25,Beleza,327,101.38,33151.26
2022-10-25,Casa & Jardim,221,266.93,58991.53
2022-10-25,Eletrônicos,307,802.79,246456.53
2022-10-25,Esportes,157,306.41,48106.37
2022-10-25,Moda,437,183.65,80255.05
2022-10-26,Beleza,462,97.28,44943.36
2022-10-26,Casa & Jardim,191,246.0,46986.0
2022-10-26,Eletrônicos,281,807.37,226870.97
2022-10-26,Esportes,200,326.75,65350.0
2022-10-26,Moda,303,192.28,58260.84
2022-10-27,Beleza,356,93.51,33289.56
2022-10-27,Casa & Jardim,182,246.87,44930.34
2022-10-27,Eletrônicos,296,820.77,242947.92
2022-10-27,Esportes,130,307.56,39982.8
2022-10-27,Moda,444,185.41,82322.04
2022-10-28,Beleza,384,88.18,33861.12
2022-10-28,Casa & Jardim,214,241.33,51644.62
2022-10-28,Eletrônicos,357,837.81,299098.17
2022-10-28,Esportes,130,317.4,41262.0
2022-10-28,Moda,480,186.41,89476.8
2022-10-29,Beleza,447,93.49,41790.03
2022-10-29,Casa & Jardim,222,255.75,56776.5
2022-10-29,Eletrônicos,367,915.6,336025.2
2022-10-29,Esportes,185,323.62,59869.7
2022-10-29,Moda,524,174.22,91291.28
2022-10-30,Beleza,499,92.73,46272.27
2022-10-30,Casa & Jardim,179,255.12,45666.48
2022-10-30,Eletrônicos,388,913.85,354573.8
2022-10-30,Esportes,148,331.92,49124.16
2022-10-30,Moda,594,175.93,104502.42
2022-10-31,Beleza,404,89.73,36250.92
2022-10-31,Casa & Jardim,243,274.11,66608.73
2022-10-31,Eletrônicos,267,899.71,240222.57
2022-10-31,Esportes,117,329.52,38553.84
2022-10-31,Moda,391,171.67,67122.97
2022-11-01,Beleza,619,92.97,57548.43
2022-11-01,Casa & Jardim,294,241.78,71083.32
2022-11-01,Eletrônicos,429,805.24,345447.96
2022-11-01,Esportes,203,325.61,66098.83
2022-11-01,Moda,722,193.17,139468.74
2022-11-02,Beleza,539,99.54,53652.06
2022-11-02,Casa & Jardim,270,242.16,65383.2
2022-11-02,Eletrônicos,533,872.94,465277.02
2022-11-02,Esportes,249,324.36,80765.64
2022-11-02,Moda,773,174.09,134571.57
2022-11-03,Beleza,603,98.15,59184.45
2022-11-03,Casa & Jardim,393,275.73,108361.89
2022-11-03,Eletrônicos,509,859.74,437607.66
2022-11-03,Esportes,230,310.47,71408.1
2022-11-03,Moda,758,166.01,125835.58
2022-11-04,Beleza,671,89.01,59725.71
2022-11-04,Casa & Jardim,455,262.41,119396.55
2022-11-04,Eletrônicos,622,820.08,510089.76
2022-11-04,Esportes,203,301.66,61236.98
2022-11-04,Moda,878,186.93,164124.54
2022-11-05,Beleza,709,96.95,68737.55
2022-11-05,Casa & Jardim,423,266.06,112543.38
2022-11-05,Eletrônicos,600,826.02,495612.0
2022-11-05,Esportes,296,329.37,97493.52
2022-11-05,Moda,979,169.71,166146.09
2022-11-06,Beleza,753,96.19,72431.07
2022-11-06,Casa & Jardim,347,241.1,83661.7
2022-11-06,Eletrônicos,684,839.86,574464.24
2022-11-06,Esportes,294,328.23,96499.62
2022-11-06,Moda,996,184.57,183831.72
2022-11-07,Beleza,700,101.25,70875.0
2022-11-07,Casa & Jardim,288,246.27,70925.76
2022-11-07,Eletrônicos,392,797.62,312667.04
2022-11-07,Esportes,219,324.4,71043.6
2022-11-07,Moda,738,187.66,138493.08
2022-11-08,Beleza,495,93.16,46114.2
2022-11-08,Casa & Jardim,286,244.48,69921.28
2022-11-08,Eletrônicos,463,865.04,400513.52
2022-11-08,Esportes,247,344.38,85061.86
2022-11-08,Moda,680,168.15,114342.0
2022-11-09,Beleza,627,100.22,62837.94
2022-11-09,Casa & Jardim,313,249.43,78071.59
2022-11-09,Eletrônicos,527,802.99,423175.73
2022-11-09,Esportes,256,298.65,76454.4
2022-11-09,Moda,785,179.64,141017.4
2022-11-10,Beleza,743,100.58,74730.94
2022-11-10,Casa & Jardim,283,254.1,71910.3
2022-11-10,Eletrônicos,413,847.44,349992.72
2022-11-10,Esportes,239,304.18,72699.02
2022-11-10,Moda,699,177.32,123946.68
2022-11-11,Beleza,834,100.99,84225.66
2022-11-11,Casa & Jardim,408,242.39,98895.12
2022-11-11,Eletrônicos,526,827.78,435412.28
2022-11-11,Esportes,343,336.19,115313.17
2022-11-11,Moda,736,167.5,123280.0
2022-11-12,Beleza,997,98.91,98613.27
2022-11-12,Casa & Jardim,322,239.37,77077.14
2022-11-12,Eletrônicos,655,800.28,524183.4
2022-11-12,Esportes,257,345.0,88665.0
2022-11-12,Moda,837,188.88,158092.56
2022-11-13,Beleza,833,96.62,80484.46
2022-11-13,Casa & Jardim,468,256.29,119943.72
2022-11-13,Eletrônicos,723,816.63,590423.49
2022-11-13,Esportes,283,335.42,94923.86
2022-11-13,Moda,872,192.89,168200.08
2022-11-14,Beleza,632,98.35,62157.2
2022-11-14,Casa & Jardim,359,259.57,93185.63
2022-11-14,Eletrônicos,446,874.68,390107.28
2022-11-14,Esportes,221,325.34,71900.14
2022-11-14,Moda,538,167.81,90281.78
2022-11-15,Beleza,545,88.71,48346.95
2022-11-15,Casa & Jardim,281,253.15,71135.15
2022-11-15,Eletrônicos,492,846.13,416295.96
2022-11-15,Esportes,216,332.41,71800.56
2022-11-15,Moda,669,180.02,120433.38
2022-11-16,Beleza,525,92.53,48578.25
2022-11-16,Casa & Jardim,309,246.57,76190.13
2022-11-16,Eletrônicos,581,838.01,486883.81
2022-11-16,Esportes,193,333.85,64433.05
2022-11-16,Moda,747,167.05,124786.35
2022-11-17,Beleza,623,87.67,54618.41
2022-11-17,Casa & Jardim,387,252.32,97647.84
2022-11-17,Eletrônicos,541,894.96,484173.36
2022-11-17,Esportes,188,344.26,64720.88
2022-11-17,Moda,799,167.7,133992.3
2022-11-18,Beleza,816,96.82,79005.12
2022-11-18,Casa & Jardim,393,255.55,100431.15
2022-11-18,Eletrônicos,557,913.24,508674.68
2022-11-18,Esportes,268,328.36,88000.48
2022-11-18,Moda,664,172.29,114400.56
2022-11-19,Beleza,629,97.49,61321.21
2022-11-19,Casa & Jardim,399,246.65,98413.35
2022-11-19,Eletrônicos,682,909.61,620354.02
2022-11-19,Esportes,253,331.83,83952.99
2022-11-19,Moda,840,173.69,145899.6
2022-11-20,Beleza,762,89.23,67993.26
2022-11-20,Casa & Jardim,398,272.38,108407.24
2022-11-20,Eletrônicos,597,806.65,481570.05
2022-11-20,Esportes,278,306.8,85290.4
2022-11-20,Moda,1001,174.86,175034.86
2022-11-21,Beleza,641,100.34,64317.94
2022-11-21,Casa & Jardim,324,258.96,83903.04
2022-11-21,Eletrônicos,483,860.13,415442.79
2022-11-21,Esportes,228,309.25,70509.0
2022-11-21,Moda,660,179.32,118351.2
2022-11-22,Beleza,1626,102.32,166372.32
2022-11-22,Casa & Jardim,1040,277.57,288672.8
2022-11-22,Eletrônicos,1271,896.49,1139438.79
2022-11-22,Esportes,521,326.6,170158.6
2022-11-22,Moda,1973,193.79,382347.67
2022-11-23,Beleza,1995,88.88,177315.6
2022-11-23,Casa & Jardim,854,253.76,216711.04
2022-11-23,Eletrônicos,1428,809.42,1155851.76
2022-11-23,Esportes,670,308.9,206963.0
2022-11-23,Moda,1668,182.98,305210.64
2022-11-24,Beleza,2002,92.72,185625.44
2022-11-24,Casa & Jardim,865,271.75,235063.75
2022-11-24,Eletrônicos,1349,804.26,1084946.74
2022-11-24,Esportes,604,294.41,177823.64
2022-11-24,Moda,2355,169.14,398324.7
2022-11-25,Beleza,1699,101.51,172465.49
2022-11-25,Casa & Jardim,1025,248.55,254763.75
2022-11-25,Eletrônicos,1679,872.47,1464877.13
2022-11-25,Esportes,720,334.25,240660.0
2022-11-25,Moda,1930,191.19,368996.7
2022-11-26,Beleza,2321,96.38,223697.98
2022-11-26,Casa & Jardim,1172,255.81,299809.32
2022-11-26,Eletrônicos,1740,853.14,1484463.6
2022-11-26,Esportes,914,325.56,297561.84
2022-11-26,Moda,1797,182.47,327898.59
2022-11-27,Beleza,2071,97.32,201549.72
2022-11-27,Casa & Jardim,1191,246.73,293855.43
2022-11-27,Eletrônicos,1999,835.37,1669904.63
2022-11-27,Esportes,837,329.29,275615.73
2022-11-27,Moda,2595,183.59,476416.05
2022-11-28,Beleza,1543,100.22,154639.46
2022-11-28,Casa & Jardim,848,272.44,231029.12
2022-11-28,Eletrônicos,1291,893.06,1152940.46
2022-11-28,Esportes,654,297.65,194663.1
2022-11-28,Moda,1942,172.57,335130.94
2022-11-29,Beleza,495,90.36,44728.2
2022-11-29,Casa & Jardim,341,256.67,87524.47
2022-11-29,Eletrônicos,363,844.92,306705.96
2022-11-29,Esportes,229,322.0,73738.0
2022-11-29,Moda,615,186.16,114488.4
2022-11-30,Beleza,634,98.99,62759.66
2022-11-30,Casa & Jardim,281,263.26,73976.06
2022-11-30,Eletrônicos,435,822.99,358000.65
2022-11-30,Esportes,227,309.14,70174.78
2022-11-30,Moda,732,181.51,132865.32
2022-12-01,Beleza,812,98.25,79779.0
2022-12-01,Casa & Jardim,373,275.24,102664.52
2022-12-01,Eletrônicos,557,813.58,453164.06
2022-12-01,Esportes,273,327.42,89385.66
2022-12-01,Moda,833,180.58,150423.14
2022-12-02,Beleza,821,100.59,82584.39
2022-12-02,Casa & Jardim,423,241.68,102230.64
2022-12-02,Eletrônicos,768,904.34,694533.12
2022-12-02,Esportes,272,313.55,85285.6
2022-12-02,Moda,928,173.42,160933.76
2022-12-03,Beleza,763,93.97,71699.11
2022-12-03,Casa & Jardim,415,256.5,106447.5
2022-12-03,Eletrônicos,793,905.28,717887.04
2022-12-03,Esportes,357,310.83,110966.31
2022-12-03,Moda,952,179.9,171264.8
2022-12-04,Beleza,882,89.57,79000.74
2022-12-04,Casa & Jardim,473,262.02,123935.46
2022-12-04,Eletrônicos,542,866.9,469859.8
2022-12-04,Esportes,322,307.32,98957.04
2022-12-04,Moda,915,183.73,168112.95
2022-12-05,Beleza,703,93.32,65603.96
2022-12-05,Casa & Jardim,356,280.66,99914.96
2022-12-05,Eletrônicos,441,800.94,353214.54
2022-12-05,Esportes,289,299.68,86607.52
2022-12-05,Moda,706,167.16,118014.96
2022-12-06,Beleza,630,100.6,63378.0
2022-12-06,Casa & Jardim,240,244.83,58759.2
2022-12-06,Eletrônicos,584,889.99,519754.16
2022-12-06,Esportes,243,342.68,83271.24
2022-12-06,Moda,649,165.6,107474.4
2022-12-07,Beleza,703,100.8,70862.4
2022-12-07,Casa & Jardim,305,244.73,74642.65
2022-12-07,Eletrônicos,582,903.57,525877.74
2022-12-07,Esportes,237,330.85,78411.45
2022-12-07,Moda,868,180.32,156517.76
2022-12-08,Beleza,1036,98.41,101952.76
2022-12-08,Casa & Jardim,689,245.8,169356.2
2022-12-08,Eletrônicos,1171,889.25,1041311.75
2022-12-08,Esportes,445,314.11,139778.95
2022-12-08,Moda,1207,189.77,229052.39
2022-12-09,Beleza,1230,92.13,113319.9
2022-12-09,Casa & Jardim,597,267.04,159422.88
2022-12-09,Eletrônicos,953,815.79,777447.87
2022-12-09,Esportes,556,343.69,191091.64
2022-12-09,Moda,1444,165.71,239285.24
2022-12-10,Beleza,1397,94.78,132407.66
2022-12-10,Casa & Jardim,636,259.33,164933.88
2022-12-10,Eletrônicos,1040,883.18,918507.2
2022-12-10,Esportes,511,300.88,153749.68
2022-12-10,Moda,1789,174.71,312556.19
2022-12-11,Beleza,1695,99.22,168177.9
2022-12-11,Casa & Jardim,578,263.9,152534.2
2022-12-11,Eletrônicos,1142,885.69,1011457.98
2022-12-11,Esportes,493,313.67,154639.31
2022-12-11,Moda,1436,168.53,242009.08
2022-12-12,Beleza,941,93.12,87625.92
2022-12-12,Casa & Jardim,473,263.14,124465.22
2022-12-12,Eletrônicos,798,901.24,719189.52
